ID	TARGET	TEXT	STANCE
3803	朝鲜核试验	朝鲜的提议是合情合理的。美国是半岛动乱之源。 	UNKNOWN
3804	朝鲜核试验	#时局#【习近平会见奥巴马 就南海朝核等问题再次表态】当地时间3月31日，习近平在美国与奥巴马会面。在朝核问题方面，习近平表示，各方不得采取任何可能影响他国安全利益和地区战略平衡的举措。南海问题上，中方不会接受任何以航行自由为借口损害中国国家主权和安全利益的行为。http://t.cn/RqATbBk	UNKNOWN
3805	朝鲜核试验	【美前防长：朝鲜问题美国只有胡萝卜，大棒在中方手里】佩里认为，历史证明六方会谈是无用的，对付朝鲜要同时用“胡萝卜”和“大棒”。美国只有“胡萝卜”，而中国可以用经济的“大棒”向朝鲜施压。所以，只有中美合力才有机会解决朝核问题。http://t.cn/RqApGEA |美前防长：... 有意思的观点！	UNKNOWN
3806	朝鲜核试验	新年伊始 美国国务卿克里开启访华行程 行前定调朝核问题为"优先议题" 美国究竟是来向中国求助 还是向中国施压？ 对朝鲜采取何种举措 何时重启六方会谈 朝核问题事关东北亚局势 中美能否达成一致？ 访华前克里先行走访老挝、柬埔寨 试探？煽动？还是挑拨？ 今晚22:00#两岸直航# 为您解读！	UNKNOWN
3807	朝鲜核试验	支持朝鲜拥核的，和叫嚣让金三胖和美韩开打的网友和喷子们，你们不是广东广西的，就是新疆西藏的，反正核武器扔出来，砸不到你脑袋上，你们合家欢看戏，我们东北三省寸草不生。有劲吗？#金三胖欲用核武#	UNKNOWN
3808	朝鲜核试验	朝鲜作为一个主权国家，人家搞不搞核武器，干你屁事！我是金三胖，也会搞！想当初毛爷搞核武器的时候苏联也是不让搞！但结果还是搞出来了！	UNKNOWN
3809	朝鲜核试验	#联合国安理会强烈谴责朝鲜发射导弹# 联合国安理会15日发表媒体声明，强烈谴责朝鲜当天发射导弹的行为，呼吁朝鲜遵守安理会相关决议。	UNKNOWN
3810	朝鲜核试验	又听说日本搞核试验傻逼啊 我的天 日本要核武器 首先日本要核武器 美国能愿意吗 核政策的保护是干什么的 其次 日本要核武器干什么？打中国？打韩国？还是打朝鲜 人家的海空力量还用核武器吗？你跟你女朋友吹点你家里的事儿就行了 知道就是知道 不知道别猜	UNKNOWN
3811	朝鲜核试验	欢迎～这是对金三胖带口信有力的回击//【中国增列禁止向朝鲜出口核弹及生化武器用项】 http://t.cn/R5X45sY	UNKNOWN
3812	朝鲜核试验	国际原子能机构总干事天野之弥6月6日在该机构理事会会议上对朝鲜核计划再次表达深切关注。他指出，令人遗憾地的是，迄今为止没有任何迹象显示，朝鲜愿意遵守安理会就今年早些时候它在进行核试验后通过的决议。天野之弥在向理事会会议进行情况通报时还呼吁各方做出共同努力，使《对伊朗的保障监督协定附	UNKNOWN
3813	朝鲜核试验	越來越多迹像表明,美國正磨刀霍霍準備對北韓採取'堑頭行動',新華社也忍不住發表評論警告,動刀者必死於刀下.反對武力解决朝核問題,關鍵是北韓根本無意去核,反而利用談判各國的善心,長期'磨豆腐'争取時間發展核武和運載導彈.看來美國對中國有無能力約束北韓失去信心,决意單干去掉北韓核武威嚇.	UNKNOWN
3814	朝鲜核试验	朝鲜核污染不在当前，而在长远。宁边核设施距中国不过百公里，地下水污染是必然的，且水是流动扩散的。六方会谈 也就中国还在做梦吧 ，谈了这么多年也就中国还在揣着糊涂装明白， 美国从来都不在乎朝鲜核问题 ，就是打核战朝鲜也打不到美国 。只有核问题放大美国才有足够的理由将战略重心向亚太转移！	UNKNOWN
3815	朝鲜核试验	整天嚷嚷动核武器跟朝鲜一样//【普京：俄罗斯为拿下克里米亚地区不惜打核战】 http://t.cn/RwFuHt1	UNKNOWN
3816	朝鲜核试验	［关注朝鲜局势］俄罗斯常驻联合国代表丘尔金表示，由于朝鲜进行了核试验和弹道导弹发射，破坏了国际社会的和平与稳定，安理会实施了一整套非常严酷的制裁，制止朝鲜的核相关战略物资供资渠道。然而，决议不应该用作窒息朝鲜经济。俄方呼吁尽快恢复六方会谈。|俄罗斯常驻...	UNKNOWN
3817	朝鲜核试验	【克里亚洲行最后一站 访华聚焦朝核南海】朝核问题成国际僵局，美国向中国施压，这个大梁该不该由中国来挑？中国今天发布核应急白皮书，此举是否为应对朝核威胁打预防针？今晚华闻大直播将邀请中国国际问题研究院美国研究所所长滕建群深度点评，敬请关注。@凤凰卫视 #克里访华#	UNKNOWN
3818	朝鲜核试验	【茶聊朝鲜局势12】金三没射蛋！他这么闹腾，好比烽火戏诸侯，光几句口水就把国际社会搞得紧张得要命！无赖国家可以不把核战当回事，文明国家岂能把核战当儿戏，区别就在这儿！但金三困境还是无法解脱。舆论更不会把他的话当真！以后谁还愿与金三交朋友？建议奥巴马打电话给他，臭棋，非得把奥气死！	UNKNOWN
3819	朝鲜核试验	《金三胖惹注意，世界媒体看中国》为了迫使北朝鲜放弃核武器项目，据信美国着重两套战略，并通过联合国安理会推进达成目标。美国的一个战略是争取中国支持。美国的北朝鲜问题特使戴维斯3月7日在美国国会对安理会的制裁决议的有效性表示了自信。他说"中国正在发生令人惊异的变化".http://t.cn/zYFkYgZ	UNKNOWN
3820	朝鲜核试验	【武大伟访朝 朝核外交能否奏效？】朝中社报道称，朝核六方会谈中方团长武大伟朝鲜半岛事务特别代表2日抵达平壤。2日朝鲜向国际组织通报发射远程导弹计划，因此，武大伟的访朝目的可能是阻止朝鲜发射导弹。武大伟是否会与朝鲜劳动党第一书记金正恩会面也成为关注焦点。http://t.cn/RbkM3Sa	UNKNOWN
3821	朝鲜核试验	外面制裁制度越严，朝鲜内部的政斗越强政局越不稳定，一旦出现权力失控对于三胖来讲最好的选择莫过于对外战争，所以丢核弹这事真心不是开玩笑，把独裁者逼墙角了真什么事情都干的出来。	UNKNOWN
3822	朝鲜核试验	祝贺朝鲜光明4号卫星进入轨道：你发展，我发展，世界各国科技都发展。你和平，我和平，世界各国都和平。世界各国，发展科技，发展经济，互惠互利，合作共赢。心望和平想，劲往和平使。太平世界，共此凉热。绿色地球，建设环保，健康长寿，属于人类！半岛半岛，无核更好，没有侵略，核战废掉！	UNKNOWN
3823	朝鲜核试验	好怕三胖不小心把朝鲜炸了[doge]	UNKNOWN
3824	朝鲜核试验	12日中国媒体报道称，中国环保部6日在朝鲜核试验之后启动紧急应对措施，在东北及周边地区、与朝鲜接壤的辽宁省丹东等地区设置监测站，加强了对放射能物质的监测。这是过往朝鲜核试验时未曾出现过的事。	UNKNOWN
3825	朝鲜核试验	【张琏瑰：朝鲜半岛爆发战争的几率是70%-80%】朝鲜官方媒体《劳动新闻》曾发表文章认为，从战斗意志和战斗军力来看，朝鲜是唯一能与美国对抗一把的国家http://t.cn/zTqGj0a 无知者无畏，金三胖和朝鲜军队都不知道美韩军事实力其实大过自己太多了，常规战朝鲜不是韩国的对手，核战连美国的边都打不到。	UNKNOWN
3826	朝鲜核试验	有社评说：制裁应坚決，但避免打击朝鲜民生。笑话！制裁必打击朝鲜民生。朝核问题，说到底，还是韩国及其主子美国挑起的。它们常年在朝鲜半島周围进行以朝为假想敌的高密度，高科技軍演，妄图颠覆，吞并朝鲜。半島无核化需朝韩双方都有诚意。韩方真想半島无核化，不该炫耀武力，须放弃联美軍演及制裁。	UNKNOWN
3827	朝鲜核试验	【消息称朝鲜给90万民兵发枪 半岛已临近战争_网易新闻中心】核心提示：俄罗斯总统普京8日警告称，朝鲜半岛若爆发核战，将构成比切尔诺贝利核事故大得多的威胁。第二天就有传言说，朝鲜给90万民兵发枪弹，半岛... http://t.cn/zTqycTl	UNKNOWN
3828	朝鲜核试验	俗话说“官逼民反”，现在的世界就是这样，以美为首对朝进行武力恐吓、经济封锁、政治颠覆，这种形势下金三胖不“疯”才不正常！	UNKNOWN
3829	朝鲜核试验	伊朗核问题解决了，朝鲜还能走多远？古巴导弹危机时，前苏联运到古巴附近的导弹在美国的威逼下不得不原路返回。朝鲜核试验，不仅可以让美国最先进的反导系统部署在朝鲜半岛，而且有可能美国在迫不得已的情况下对朝鲜动手。一劳永逸的解决朝鲜的核问题？这个流氓国家是该寿终正寝了。	UNKNOWN
3830	朝鲜核试验	据俄罗斯“卫星”新闻网4月18日消息，俄罗斯外交部副部长谢尔盖•里亚布科夫4月17日表示，朝鲜持续发射导弹有引发大规模军事冲突的现实危险。朝鲜方面应放弃核试验，其他国家则应停止可能导致朝鲜半岛局势升级的举动。	UNKNOWN
3831	朝鲜核试验	【基辛格：中美必须合作 上海公报精神适用于南中国海】作为1970年代中美建交的开拓者及见证者，美国前国务卿基辛格指出，在南中国海、朝核等地区问题上，中美需要有类似于1972年《上海公报》的指导文件或共识，最终形成和平的结果，他也警告，中美如果冲突将导致灾难性后果。http://t.cn/RGekaAE	UNKNOWN
3832	朝鲜核试验	玄和峰是朝鲜驻英国大使，这个人看上去有风度，有头脑，有口才，是一个强硬的金正恩主义者，尤其他关于核武器的言论简直与金三胖如出一辙。假如这种人遍布朝鲜的核心政权，那么其政权仍然很稳固。可是假如他仅仅是在演戏，作秀的话，那么其政权则岌岌可危。朝鲜就像一张弓，已经拉的满满的，不小心那一	UNKNOWN
3833	朝鲜核试验	MH370上假如假如154个美国人，马来政府已在国际法庭上；假如154个俄罗斯人，马来政府已在坟墓里；假如154个日本人，日本人已计算出每秒钟马来政府要赔偿多少；假如154个以色列人，以色列早已找到了劫机人；他们是154个中国人！假如有朝鲜人，我核弹马上飞过去！！！--金三胖	UNKNOWN
3834	朝鲜核试验	据悉，在提及中国积极参与联合国制裁朝鲜的行动时，金正恩表示，中国就是要赶我下台，既然如此，我要用原子弹轰炸北京和上海。 但我想问，朝鲜导弹技术真不行，连续三次都以失败告终，怎么能夷平中国呢？	UNKNOWN
3835	朝鲜核试验	又想起老师布置的2000字关于朝鲜半岛问题的看法[拜拜]	UNKNOWN
3836	朝鲜核试验	轻点嘚瑟吧，我家在你那隔壁。别打偏了把我家给端了！	UNKNOWN
3837	朝鲜核试验	【美韩一致拒绝朝鲜外相“停止美韩在朝鲜半岛联合军演”要求】23日，朝鲜外务相李洙墉提出“只要韩美停止在朝鲜半岛联合军演，朝鲜就停止核试验”。24日，奥巴马表示，韩美联合军演不会停止。如果朝鲜以真诚的态度对待韩半岛无核化，美方就会以真诚的态度与朝鲜开展对话。25日，针对李洙墉的提议，韩国	UNKNOWN
3838	朝鲜核试验	每当碰到身上仅有1000个豆的拿着一手炸弹的猪一样的队友，我就能深切体会到美国政府面对拿着核武器的金三胖的心情。	UNKNOWN
3839	朝鲜核试验	上海高考作文题目公布！要是我写，我就写，金三胖总是努力做自认为最重要的事情，制造核弹，调戏世界；奥巴马也总是努力做自认为最重要的事情，做世界警察，修理世界。中国也总是努力做自认为最重要的事情：_______。请发挥想象......	UNKNOWN
3840	朝鲜核试验	【美国对朝单边制裁法案将经总统签字后生效】白宫发言人舒尔茨12日就美国对实施核试验及强行发射实为远程弹道导弹的朝鲜加强单边制裁的法案称，将经总统奥巴马签字后生效。该法案将在原有基础上大幅加强对朝制裁。美国将通过与已宣布单边制裁的日韩合作，加强对朝施压。via共同社 http://t.cn/RGVaG3J	UNKNOWN
3841	朝鲜核试验	【卡斯特罗撰文吁朝鲜克制：人类再次面临核战风险】古巴革命领导人菲德尔·卡斯特罗罕见撰文表达对当前朝鲜半岛紧张局势的高度关切，呼吁朝鲜保持克制。卡斯特罗警告，战争会令朝鲜半岛的民众面临“极大的牺牲”，“谁也不能获益”，并会影响到全球70%的人口。http://t.cn/zTUMbSf	UNKNOWN
3842	朝鲜核试验	金正恩百分之百确立最高统治者地位。几年间，金正恩从一个20多岁的稚嫩青年迅速成长为大权在握的最高领导人。过程中有腥风血雨：张成泽等一批元老重臣被清洗镇压；有天降好运：粮食连年增产，温饱无忧；有鲁莽任性：一意孤行进行核试验，不惜与中美韩等所有国家对抗。金似乎已完全控制朝军方。分享图片	UNKNOWN
3843	朝鲜核试验	昨天，外交部长王毅会见美国国务卿克里时表示：中国在朝核问题上的立场光明磊落；朝鲜再次核试验，中方当然要表示反对，同意安理会采取进一步措施；同时必须指出，新的决议不是为了刺激局势紧张，更不是要把半岛搞乱。	UNKNOWN
3844	朝鲜核试验	我要是三胖就直接威胁米果＂你丫小心我自我毁灭进而毁灭整个地球！＂还浪费时间捣鼓什么核武器大炮导弹啥的。#反正是相信无朝鲜地球就毁灭的# 我在:|祁连山南路	UNKNOWN
3845	朝鲜核试验	核武器为朝韩共同资产。咋一听好像本山哥玩买拐呀!这忽悠，可真上境界层次呀。外交怎么弄，三胖年少手老，有水平。我中国人民解放军乃全中国共同资产，台湾一并享用。这说给台湾人听，肯定炸锅。王毅高就后国台办是谁偶还没留意哪。能否说一下，也本山一下，行不?想想蛮好笑的。	UNKNOWN
3846	朝鲜核试验	挺三月半 【朝鲜或很快进行第五次核试验】分享图片	UNKNOWN
3847	朝鲜核试验	【现场直击】  ６月８日，中国驻维也纳代表团史忠俊大使在国际原子能机构理事会上就朝鲜半岛核问题发言，重申中方在半岛问题上的立场，表示中方全面执行安理会有关决议，维护国际核不扩散体系。呼吁各方维护半岛和平稳定，通过对话解决问题。中方提出并行推进半岛无核化与停和机制转换进程的谈判思路	UNKNOWN
3848	朝鲜核试验	惊爆朝鲜狗急跳墙 竟向中国发出核战威胁(3)-中国军情-军事前沿军事网 http://t.cn/zY3Cn7T	UNKNOWN
3849	朝鲜核试验	近期南中国海域美军说其航母被中国海军“包围”，这应该是中国的底线了，美国的试探工作结束，局势今后将不会再有恶化，只是东北亚的局势现在却由于朝核问题更为复杂了。	UNKNOWN
3850	朝鲜核试验	【朝鲜向东部发射数枚短程导弹】韩国国防部：朝鲜向东部海域发射短程导弹，这数枚短程导弹随后掉入东部海域。http://t.cn/RGjpWby	UNKNOWN
3851	朝鲜核试验	【朝鲜上月核试验以来 日本一直联系不上中方】日本媒体报道，从朝鲜1月6日进行核试验以来，日本和中国外交当局一直“失联“。日本这一个多月已和许多国家磋商，唯独一直无法同中国当局联系上。日本经济新闻编委发表文章指出，在朝鲜问题上，日中两国无法沟通，那是中方故意不听。http://t.cn/RGJSZyl	UNKNOWN
3852	朝鲜核试验	据朝中社报道，朝鲜最高领导人金正恩表示，要随时准备好发射已部署的核弹头。联合国安理会2日一致通过决议，规定联合国成员国必须对朝鲜的全部进出口货物进行强制检查；实行金融禁令；限制朝鲜战略物资的出口；禁止向朝鲜提供航空燃料等。决议还将朝鲜16个个人、12个实体和31艘船只列为制裁对象。	UNKNOWN
3853	朝鲜核试验	【朝鲜称半岛要打核战 今日或发射导弹】昨日，朝鲜发声明称朝鲜半岛正滑向一场“核战”，敦促在韩外国机构、企业、外国人和游客采取避难、撤离措施。韩媒称，朝鲜可能会选择多个重要国家纪念日扎堆的4月发起挑衅，韩国发现朝方已完成发射准备，从技术上看10日能够发射。新京报http://t.cn/zTq73kP	UNKNOWN
3854	朝鲜核试验	【冯创志：中俄默契联手“援朝”？】如果萨德系统在半岛落地，对东北亚的安全维系，对中美俄三个大国的安全架构来说冲击会非常大，甚至可能远超核问题本身。基于国家利益，中俄既反对朝核，同样抵制在韩部署萨德系统，中俄走近，更重要的是都面临来自美国的挑战。这或许是在朝鲜半岛和整个东北亚的和平	UNKNOWN
3855	朝鲜核试验	金三胖要求清除部署在韩国周边的核战争手段作为和谈前提，包括美军在日本、韩国周边活动的战舰、飞机和潜艇都不能携带核武器，不知他有什么能力去监察？美国的战略轰炸机全球到达，远在万里之外的B--2要是轰炸北韩，同部署在韩国周边没有区别，金三世妄想清除？尽管用幻想中的洲际核导弹去炸好了。	UNKNOWN
3856	朝鲜核试验	【中国是朝核爆最大受害者 态度已变】 |金珍镐：中...（分享自 @凤凰视频）	UNKNOWN
3857	朝鲜核试验	朝鲜如果真的想倒向美国，中国也拦不住。如果朝鲜半岛统一，半岛经济发展迅速，对振兴大东北也有好处。一个有核武器的朝鲜半岛，中国不想控制，美国也别想控制住。估计到时候最头疼的应该是日本。	UNKNOWN
3858	朝鲜核试验	【韩媒称朝鲜发射1枚弹道导弹】韩联社援引韩国联合参谋本部消息报道说，朝鲜今天向朝鲜半岛东部海域发射1枚弹道导弹。报道说，朝鲜当天5时55分许从平安南道肃川一带向朝鲜半岛东部海域发射1枚弹道导弹，导弹飞行距离约800公里。这是朝鲜自10日发射2枚短程弹道导弹后，时隔8天再次发射导弹。	UNKNOWN
3859	朝鲜核试验	迁都？迁还是不迁，谁说了都不算，朝鲜金三胖说了算。北京不适合做首都，不仅仅是环境问题。朝鲜的核武器和导弹也离咱北京太特么的近了。该考虑从以色列买铁穹了，但人家还不一定肯卖。最后，说不定倒霉就倒在朝鲜问题上，栽就栽在金三胖手里。要我写啥对策建议，各位大人，就五个字“别小瞧了胖子”。	UNKNOWN
3860	朝鲜核试验	过桥就是金三胖的地盘了。省政府还是中国援建的，还造核武器。？	UNKNOWN
3861	朝鲜核试验	近年来得文化软实力是个伪命题，文化价值观的认同并不能消弭冲突与仇恨，金三胖喜欢美国大片与篮球也不影响他发飙放核弹废停战；已遍布全球的孔子学院并未赢得尊重；我们总是舶来新思维再一厢情愿地所谓中国化，这是近代以来大误至今仍未自省却仍自大自诩为特色，所以李总精辟：触动利益比触动灵魂更难	UNKNOWN
3862	朝鲜核试验	朝中社４日报道，金正恩说，核弹头已部署好，随时准备发射，且不需要弹导，大口径火炮即可。在辱骂美韩的同时，也开始迁怒于中国。中国夹在美朝中间了，不管谁先动手，自己都受伤，反思吧朝鲜！	UNKNOWN
3863	朝鲜核试验	【安理会通过涉朝鲜决议中国代表阐明立场】2日上午10时，联合国安理会以15票赞成一致通过了涉朝鲜问题的第2270号决议。该决议谴责前不久朝鲜进行的核试验和使用弹道导弹技术发射卫星，要求朝放弃其核导计划。中国常驻联合国代表刘结一会表示，中方反对朝鲜违反安理会有关决议。中方对决议投了赞成票。 	UNKNOWN
3864	朝鲜核试验	分享图片 三胖：我要用核弹炸死所有人！ Jack:胖儿，吃个力士架吧！三胖：为什么？Jack:因为你饿的时候就会变成一个战争贩子...感觉好些了吗？三胖：好多了！ @作家崔成浩	UNKNOWN
3865	朝鲜核试验	#MF+军情# 针对美韩超大规模军演，朝鲜口头上的反制也逐渐升级。先是宣布完成核弹头小型化，今天又表示金正恩日前已下令朝鲜人民军战略部队将所有核打击手段处于随时准备发射状态，做好决战准备。如果有必要还将进行核试验。平壤一向在这种态势下都保持语言大炮上火力十足。实际动作还有待观察。	UNKNOWN
3866	朝鲜核试验	【韩政府：朝鲜随时都可能进行第五次核弹试验】对于美国对朝专门网站“38 North”报道说朝鲜做好核试准备一事，韩国国防部发言人文尚均表示，朝鲜一直保持着可随时进行核试验的状态。军方正与韩美两国情报机构密切注视相关动向。http://t.cn/RGkapmU	UNKNOWN
3867	朝鲜核试验	现在的韩国人比朝鲜人生活好，而且现在朝鲜屡屡在中国边境进行核试验，对中国边埃造成很坏的核污染核辐射，严重危害中国边境人民	UNKNOWN
3868	朝鲜核试验	【ARMY TIMES】对于核弹威胁，国防部一直研制开发拦截系统，但导弹一旦发射，没人敢说拦截系统是不是真的可以拦截成功。朝鲜核弹KN-08为车载发射，很难追踪，飞行半径为3400英里。责拦截朝鲜导弹的为阿拉斯加州的Fort Greely和加州的Vandenberg空军基地，近10年国防部已投资$840亿建筑导弹拦截系统。	UNKNOWN
3869	朝鲜核试验	一切独裁政权的下场只有一个，那就是自取灭亡！//【外媒：朝鲜试射疑似“舞水端”中程导弹失败】 http://t.cn/R5plRFw	UNKNOWN
3870	朝鲜核试验	[挖鼻]没快刀还真砍不了三胖的硬颈呢！	UNKNOWN
3871	朝鲜核试验	金三胖的核讹诈手段虽然可恶，但的确有效，想当年911的时候人家阿富汗根本不是肇事者，伊拉克也没有大规模杀伤性武器，可美国就能以反恐的名义直接给他灭了。如今美国又出事儿了，他的两个眼中钉，朝鲜和伊朗都在搞核武器，结果美国果然是没动他们。所以占强势的一方越是反对你做的，正是非做不可的。	UNKNOWN
3872	朝鲜核试验	【美国国务卿克里访华 重申美方坚持"一个中国"】外交部长王毅今日在北京与来访的美国国务卿克里举行会谈。中美双方就台湾问题，朝核问题，南海形势等交换意见。王毅强调，大陆和台湾同属一个中国的基本事实，没有改变也不会改变。克里则再次重申了美方坚持一个中国的原则立场。(央视记者黄惠馨 王晓健)	UNKNOWN
3873	朝鲜核试验	为什么自己搞得欢，不能让别人有.虽然核武不是好东西	UNKNOWN
3874	朝鲜核试验	每逢佳节倍思亲，不知五一有没有。收到的回复是“你说有就有”。这个叫鸡冻呀！其他实绩填上了一篇篇金点子、论文，还有大大小小的奖。这个叫得瑟呀！忐忑朝鲜核战在即，有人抢银行以及历史重演，这个叫俱残呀！F1迎来第十个年头第九年守夜，这个叫无尽呀！好在眼看兰博基尼了，这个叫格调呀！晴	UNKNOWN
3875	朝鲜核试验	当年独断专行 现在养虎为患了 怪不了别人	UNKNOWN
3876	朝鲜核试验	#团小青话两会#【傅莹谈对朝制裁：中国认可并严格遵守联合国对朝制裁】中国将如何执行新的对朝制裁？中国将如何应对地区紧张的升级？在回答记者提问时，语言是有魔力的，说来说去，一说中国该怎么样就好像全是中国的责任，从朝鲜核试验以来，西方媒体把矛头指向中国，问中国怎么办。安理会新通过的决议	UNKNOWN
3877	朝鲜核试验	家门口玩核炮仗的疯子还要继续疯狂多久？	UNKNOWN
3878	朝鲜核试验	这人要生不孩子，他就闹的不行[挖鼻]	UNKNOWN
3879	朝鲜核试验	什么玩意！！朝鲜胖三元首是脑残？打！打你妹！还核战？战争中永远没有赢家受苦的只有平民。战争带来只有痛苦。抵制战争！【视频：朝鲜宣布野战炮兵集团进入“战斗工作状态”[北京您早]】 http://t.cn/zTh70Vs （分享自 @优酷网）	UNKNOWN
3880	朝鲜核试验	【朝外务相李洙墉：若韩美停止军演朝鲜将不核试】朝鲜外务相李洙墉23日在朝鲜常驻联合国纽约办事处接受美联社采访时表示，若美韩停止每年在朝鲜半岛进行的联合军事演习，朝鲜愿以停止核试验作为回应。（韩联社）http://t.cn/zlWusvU	UNKNOWN
3881	朝鲜核试验	这个年头啊，有时候就是要流氓一点，不讨论朝鲜行为的正义性和合理性，但核武器真的研发出来的话，配合无赖嘴脸，将会取得战略上的巨大主动权。。。刚八代，三胖o(╯□╰)o 一个有核武器的半封建半奴隶社会，恐怖啊。。。	UNKNOWN
3882	朝鲜核试验	金正恩承诺不首先使用核武器，三胖这是接受社会主义核心价值观啦？	UNKNOWN
3883	朝鲜核试验	【朝鲜除夕发火箭】韩国联合参谋本部7日表示，朝鲜今天上午9时30分许在位于平安北道铁山郡东仓里的发射场发射了火箭（导弹）。 韩军相关人士表示，目前正在探测朝鲜远程导弹的轨迹。朝鲜1月6日实施第四次核试验之后，仅时隔一个月再度向国际社会发起挑衅，韩半岛局势将会进一步吃紧。via韩联社	UNKNOWN
3884	朝鲜核试验	【朴槿惠：朝鲜正在准备进行第5次核试验】据路透社4月18日报道，韩国总统朴槿惠当日在内阁会议中称，多项情报报告显示，朝鲜不顾联合国加强制裁，准备进行第5次核试验。韩国国防部发言人文尚均18日在例行记者会上表示，朝鲜有可能在地下进行核试验，韩方正在密切关注朝方的一举一动。	UNKNOWN
3885	朝鲜核试验	看完《刺杀金正恩》不禁在想，脑补一下三胖本人若看到这部电影，要么就是嗤之以鼻来句stupid Obama , fu*k u! 不然真的就来个核弹把老美给炸了...	UNKNOWN
3886	朝鲜核试验	斯德哥尔摩和平研究所的报告以2016年1月为观察时间点，称全球共拥有15395枚核弹头，比2015年减少455枚，其中4120枚为部署状态。俄罗斯7290枚第一，美国7000枚第二，第三法国（300枚）。依次中国（260枚）、英国（215枚）、巴基斯坦（110至130枚）、印度（100至120枚）、以色列（80枚）及朝鲜（10枚）。	UNKNOWN
3887	朝鲜核试验	看到那么多泰国佛牌阴牌的，突然想到把朝鲜那个胖子给炼了能得多少尸油啊，做多少牌啊。怎么说摆古代也是个属国王了，从二品！带着三胖牌讨钱专用，不给直接全家吃核弹死光光。招财啊！！！就这么办！赶紧去泰国找阿赞去！	UNKNOWN
3888	朝鲜核试验	朝鮮和俄羅斯，東北連一個出海口都不留我們！餓死困死你們！	UNKNOWN
3889	朝鲜核试验	【朝鲜发布宣传视频 含核摧毁华盛顿】外媒称，朝鲜昨日发布一段宣传视频，题为《最后的机会》，内含潜射核导弹摧毁华盛顿的情景，视频最后画面是美国国旗在烈焰中燃烧。视频以朝文发出警告:美帝国主义如敢进犯一寸，必将立即遭到朝鲜核武器的打击。http://t.cn/Rq7J8zM视频|网曝朝鲜发...	UNKNOWN
3890	朝鲜核试验	【国际安全动态】 据外电报道，日美韩外交部门局长级磋商1日在东京举行。三国在磋商中一致认为有必要进一步提升联合国安理会对朝制裁决议的效果，还就解决朝鲜绑架日本人问题开展合作达成了共识。有关朝核问题六方会谈，三国可能确认了现阶段难以重启的立场。小战想起了王毅外长说过的话：“我们坚持	UNKNOWN
3891	朝鲜核试验	中国对朝核也可搞“并进路线”。朝鲜又来要钱要粮了，这回不多啊，100万吨而已啦！无偿援助一个被联合国制裁的国家，导致国际制裁失败，使得朝鲜客观上能以有核国家身份立于世界，请问某些人你们脑袋里有屎吗？	UNKNOWN
3892	朝鲜核试验	朝鲜称准备好和美国开战 #韩国# 首尔——周三，#朝鲜# 表示自己没有理由再与“匪徒般的”#美国# 进行任何谈判。同时向美国提出警告，说它已准备就绪，可以与之进行任何形式的战争，包括网络战和核战...http://t.cn/Rw73jLX	UNKNOWN
3893	朝鲜核试验	#说句好听的# 朝鲜刚掌握核武和弹道导弹技术，金三胖就拿着核武器的酒瓶灌自己，让世界哭笑不得。 想当年中国在文化、经济、政治多重灾难的环境下搞出两弹一星，周先生第二天就发表中国不首先使用核武器的声明，现在觉得这种智慧真是不简单！	UNKNOWN
3894	朝鲜核试验	@辣笔老歆 // #我在看新闻# 《【西洋镜】暗访叫嚣核战的朝鲜》 记者在朝鲜秘密拍摄8个日夜，呈现叫嚣末日决战的神秘国家。 http://t.cn/zTXWXrz；观看视频：http://t.cn/zTXb7QJ	UNKNOWN
3895	朝鲜核试验	新华社快讯：【朝鲜发射短程导弹】韩联社报道，韩国国防部发言人刚刚表示，今晨10时（北京时间9时）朝鲜向东部海域发射多枚短程导弹。昨日联合国安理会一致通过制裁朝鲜的新决议。	UNKNOWN
3896	朝鲜核试验	【朝鲜机关报头版配照片:金正恩对核试验极大满意】 全世界爱好和平的人民团结起来，共同反对军国主义世袭独裁政权！ http://t.cn/RqIjKOO	UNKNOWN
3897	朝鲜核试验	以朝鲜的能力，断然没能力把导弹打到美国本土，最大的可能就是核弹扔到韩国。如果作最坏的打算，三胖真的按下了按钮，向汉城或者釜山种下了一朵蘑菇，这个世界会发生什么呢？	UNKNOWN
3898	朝鲜核试验	【韩国：朝鲜随时可能再次实施核试验】对于认为朝鲜可能再次实施核试验的依据，韩同意部发言人仅透露是根据“某种科学证据”…… http://t.cn/RGkoEvu	UNKNOWN
3899	朝鲜核试验	今天早上，新华社发布消息：朝鲜国防委员会发布声明，将按照最高司令部此前发布的重大声明，依次对敌人采取先发制人的核打击。一听到这个消息，我瞬间惊呆了，这简直就是等同于公开宣战啊，而且是核战啊，一般来说，越短的新闻越是大事儿。 |北京·首都...	UNKNOWN
3900	朝鲜核试验	其实我特别理解金三胖，我自己时不时滴也想往这国或那国发射颗核弹。。。可惜我没有。	UNKNOWN
3901	朝鲜核试验	外交部发言人陆慷表示，首先，作为一个原则，中方从来不赞成在国际事务中搞单边制裁。至于处理当前因朝鲜第四次核试验所引发的问题，可能你们也知道，现在这个问题正在安理会有关成员之间进行讨论，我们确实希望各方都能相向而行，不要使问题进一步复杂化。	UNKNOWN
